Country,ISO Code,Year,Echelon_Armed Conflict Deaths,Echelon_Homicide Rate,Echelon_Territorial Control,Echelon_TC Upper Est.,Echelon_TC Lower Est.
Panama,PAN,1992,1,5,1,1,1
Panama,PAN,1993,1,5,1,1,1
Panama,PAN,1994,1,5,1,1,1
Panama,PAN,1995,1,5,1,1,1
Panama,PAN,1996,1,4,1,1,1
Panama,PAN,1997,1,5,1,1,1
Panama,PAN,1998,1,4,1,1,1
Panama,PAN,1999,1,4,1,1,1
Panama,PAN,2000,1,4,1,2,1
Panama,PAN,2001,1,4,1,2,1
Panama,PAN,2002,1,5,1,2,1
Panama,PAN,2003,1,5,1,2,1
Panama,PAN,2004,1,4,1,2,1
Panama,PAN,2005,1,5,1,2,1
Panama,PAN,2006,1,4,1,2,1
Panama,PAN,2007,1,4,1,2,1
Panama,PAN,2008,1,5,1,2,1
Panama,PAN,2009,1,5,1,2,1
Panama,PAN,2010,1,5,1,2,1
Panama,PAN,2011,1,5,1,2,1
Panama,PAN,2012,1,5,1,2,1
Panama,PAN,2013,1,5,1,1,1
Panama,PAN,2014,1,5,1,1,1
Panama,PAN,2015,1,5,1,1,1
Panama,PAN,2016,1,5,1,1,1
Panama,PAN,2017,1,4,1,1,1
Panama,PAN,2018,1,4,2,2,2
Panama,PAN,2019,1,5,3,3,4
Panama,PAN,2020,1,5,3,3,3
Panama,PAN,2021,1,5,3,3,3
Papua New Guinea,PNG,1998,1,4,1,1,1
Papua New Guinea,PNG,1999,5,4,1,1,1
Papua New Guinea,PNG,2000,1,4,1,1,1
Papua New Guinea,PNG,2001,5,4,1,1,1
Papua New Guinea,PNG,2002,1,4,1,1,1
Papua New Guinea,PNG,2003,1,4,1,1,1
Papua New Guinea,PNG,2005,1,4,1,1,1
Papua New Guinea,PNG,2006,1,4,1,1,1
Papua New Guinea,PNG,2007,1,4,1,1,1
Papua New Guinea,PNG,2008,1,4,1,1,1
Papua New Guinea,PNG,2009,1,4,1,1,1
Papua New Guinea,PNG,2010,1,4,1,1,1
Paraguay,PRY,2000,1,5,1,1,1
Paraguay,PRY,2001,1,5,1,1,1
Paraguay,PRY,2002,1,5,1,1,1
Paraguay,PRY,2003,1,5,1,1,1
Paraguay,PRY,2004,1,5,1,1,1
Paraguay,PRY,2005,1,5,1,1,1
Paraguay,PRY,2006,1,5,1,1,1
Paraguay,PRY,2007,1,5,1,1,1
Paraguay,PRY,2008,1,5,1,1,1
Paraguay,PRY,2009,1,5,1,1,1
Paraguay,PRY,2010,1,5,1,1,1
Paraguay,PRY,2011,1,5,1,1,1
Paraguay,PRY,2012,1,5,1,1,1
Paraguay,PRY,2013,1,5,1,1,1
Paraguay,PRY,2014,1,4,1,1,1
Paraguay,PRY,2015,1,4,1,1,1
Paraguay,PRY,2016,1,5,1,1,1
Paraguay,PRY,2017,1,4,1,1,1
Paraguay,PRY,2018,1,4,1,1,1
Paraguay,PRY,2019,1,4,1,1,1
Paraguay,PRY,2020,1,4,1,1,1
Paraguay,PRY,2021,1,4,1,1,1
Peru,PER,2011,1,4,2,1,2
Peru,PER,2012,1,4,1,1,2
Peru,PER,2013,1,4,1,1,2
Peru,PER,2014,1,4,2,2,1
Peru,PER,2015,1,4,2,2,2
Peru,PER,2016,1,4,2,2,2
Peru,PER,2017,1,4,2,2,2
Peru,PER,2018,1,4,1,1,1
Peru,PER,2019,1,4,1,1,1
Peru,PER,2020,5,4,1,1,1
Philippines,PHL,1990,5,5,2,1,2
Philippines,PHL,1991,5,5,2,1,2
Philippines,PHL,1992,5,5,2,1,2
Philippines,PHL,1993,5,5,2,1,2
Philippines,PHL,1994,5,4,2,1,2
Philippines,PHL,1998,5,4,2,1,2
Philippines,PHL,1999,5,4,2,1,2
Philippines,PHL,2000,5,4,2,1,2
Philippines,PHL,2001,5,4,2,1,2
Philippines,PHL,2002,5,4,2,1,2
Philippines,PHL,2007,5,4,2,1,2
Philippines,PHL,2008,5,4,2,1,2
Philippines,PHL,2009,5,4,2,1,2
Philippines,PHL,2010,5,4,2,1,2
Philippines,PHL,2011,5,4,2,1,2
Philippines,PHL,2012,5,4,2,1,2
Philippines,PHL,2016,5,5,2,2,2
Philippines,PHL,2017,5,4,2,2,2
Philippines,PHL,2018,5,4,2,2,2
Philippines,PHL,2019,5,3,2,2,2
Poland,POL,1990,1,2,4,4,4
Poland,POL,1991,1,3,4,4,4
Poland,POL,1992,1,3,4,4,4
Poland,POL,1993,1,3,4,4,4
Poland,POL,1994,1,3,4,4,4
Poland,POL,1995,1,3,4,4,4
Poland,POL,1996,1,3,4,4,4
Poland,POL,1997,1,3,4,4,4
Poland,POL,1998,1,2,4,4,4
Poland,POL,1999,1,2,4,4,4
Poland,POL,2000,1,3,4,4,4
Poland,POL,2001,1,2,4,4,4
Poland,POL,2002,1,2,4,4,4
Poland,POL,2008,1,1,4,4,4
Poland,POL,2009,1,1,4,4,4
Poland,POL,2010,1,1,4,4,4
Poland,POL,2011,1,1,4,4,4
Poland,POL,2012,1,1,4,4,4
Poland,POL,2013,1,1,4,4,4
Poland,POL,2014,1,1,4,4,4
Poland,POL,2015,1,1,3,4,3
Poland,POL,2016,1,1,3,4,3
Poland,POL,2017,1,1,3,4,3
Poland,POL,2018,1,1,3,4,3
Poland,POL,2019,1,1,3,4,3
Poland,POL,2020,1,1,3,4,3
Poland,POL,2021,1,1,3,4,3
Portugal,PRT,1990,1,2,3,4,3
Portugal,PRT,1991,1,2,3,4,3
Portugal,PRT,1992,1,2,3,4,3
Portugal,PRT,1993,1,2,3,4,3
Portugal,PRT,1994,1,2,3,4,3
Portugal,PRT,1995,1,1,3,4,3
Portugal,PRT,1996,1,1,3,4,3
Portugal,PRT,1997,1,1,3,4,3
Portugal,PRT,1998,1,2,3,4,3
Portugal,PRT,1999,1,1,3,4,3
Portugal,PRT,2000,1,2,3,4,3
Portugal,PRT,2001,1,1,3,4,3
Portugal,PRT,2002,1,2,3,4,3
Portugal,PRT,2005,1,2,3,4,3
Portugal,PRT,2010,1,2,3,4,3
Portugal,PRT,2011,1,1,3,4,3
Portugal,PRT,2012,1,2,3,4,3
Portugal,PRT,2013,1,2,3,4,3
Portugal,PRT,2014,1,1,3,4,3
Portugal,PRT,2015,1,1,3,4,3
Portugal,PRT,2016,1,1,3,4,3
Portugal,PRT,2017,1,1,3,4,3
Portugal,PRT,2018,1,1,3,4,3
Portugal,PRT,2019,1,1,2,4,2
Portugal,PRT,2020,1,1,2,4,2
Portugal,PRT,2021,1,1,2,4,2
Qatar,QAT,1990,1,1,2,2,2
Qatar,QAT,1991,1,1,2,2,2
Qatar,QAT,1992,1,2,2,2,2
Qatar,QAT,1993,1,1,2,2,2
Qatar,QAT,1994,1,1,2,2,2
Qatar,QAT,1998,1,1,2,2,2
Qatar,QAT,1999,1,1,2,2,2
Qatar,QAT,2000,1,1,2,2,2
Qatar,QAT,2001,1,1,4,4,4
Qatar,QAT,2004,1,1,4,4,4
Qatar,QAT,2005,1,1,4,4,4
Qatar,QAT,2006,1,1,4,4,4
Qatar,QAT,2007,1,1,4,4,4
Qatar,QAT,2008,1,1,4,4,4
Qatar,QAT,2009,1,1,4,4,4
Qatar,QAT,2010,1,1,4,4,4
Qatar,QAT,2011,1,1,4,4,4
Qatar,QAT,2012,1,1,4,4,4
Qatar,QAT,2013,1,1,3,3,3
Qatar,QAT,2014,1,1,3,3,3
Qatar,QAT,2015,1,1,3,3,3
Qatar,QAT,2016,1,1,5,5,5
Qatar,QAT,2017,1,1,5,5,5
Qatar,QAT,2018,1,1,4,4,4
Qatar,QAT,2019,1,1,4,5,4
Qatar,QAT,2020,1,1,4,5,4
Qatar,QAT,2021,1,1,4,5,4
Romania,ROU,1990,1,3,4,5,4
Romania,ROU,1991,1,3,4,5,4
Romania,ROU,1992,1,3,4,5,4
Romania,ROU,1993,1,3,4,5,4
Romania,ROU,1994,1,3,4,5,4
Romania,ROU,1995,1,3,4,5,4
Romania,ROU,1996,1,3,4,5,4
Romania,ROU,1997,1,3,4,5,4
Romania,ROU,1998,1,3,4,5,4
Romania,ROU,1999,1,3,4,5,4
Romania,ROU,2000,1,3,4,5,4
Romania,ROU,2001,1,3,4,5,4
Romania,ROU,2002,1,3,4,5,4
Romania,ROU,2003,1,3,4,5,4
Romania,ROU,2004,1,3,4,5,4
Romania,ROU,2005,1,2,4,5,4
Romania,ROU,2006,1,2,4,4,4
Romania,ROU,2007,1,2,4,5,4
Romania,ROU,2008,1,2,4,5,4
Romania,ROU,2009,1,2,4,4,4
Romania,ROU,2010,1,2,4,5,4
Romania,ROU,2011,1,1,4,5,4
Romania,ROU,2012,1,1,4,5,4
Romania,ROU,2013,1,1,4,5,4
Romania,ROU,2014,1,2,4,5,4
Romania,ROU,2015,1,2,4,5,4
Romania,ROU,2016,1,2,4,5,4
Romania,ROU,2017,1,2,5,5,5
Romania,ROU,2018,1,2,4,4,3
Romania,ROU,2019,1,2,3,4,3
Romania,ROU,2020,1,2,3,4,3
Romania,ROU,2021,1,2,3,4,3
Russia,RUS,1990,5,5,3,4,3
Russia,RUS,1991,1,5,3,3,3
Russia,RUS,1992,1,5,3,3,3
Russia,RUS,1993,5,5,1,1,1
Russia,RUS,1994,5,5,1,2,1
Russia,RUS,1995,5,5,1,2,1
Russia,RUS,1996,5,5,1,2,1
Russia,RUS,1997,1,5,1,2,1
Russia,RUS,1998,1,5,1,2,1
Russia,RUS,1999,5,5,1,2,1
Russia,RUS,2000,5,5,4,3,4
Russia,RUS,2001,5,5,4,3,4
Russia,RUS,2002,5,5,4,3,4
Russia,RUS,2003,5,5,4,3,4
Russia,RUS,2004,5,5,4,3,4
Russia,RUS,2005,5,5,4,3,4
Russia,RUS,2006,5,5,4,3,4
Russia,RUS,2007,5,5,4,4,4
Russia,RUS,2008,5,5,4,4,4
Russia,RUS,2009,5,5,4,4,4
Russia,RUS,2010,5,5,4,4,4
Russia,RUS,2011,5,5,4,4,4
Russia,RUS,2012,5,5,4,4,4
Russia,RUS,2013,5,5,4,4,4
Russia,RUS,2014,5,5,4,4,4
Russia,RUS,2015,5,5,4,4,4
Russia,RUS,2016,5,5,4,3,4
Russia,RUS,2017,5,4,4,4,4
Russia,RUS,2018,5,4,4,4,4
Russia,RUS,2019,5,4,4,4,4
Russia,RUS,2020,5,4,4,4,4
Russia,RUS,2021,1,4,4,4,4
Rwanda,RWA,2006,5,3,5,5,5
Rwanda,RWA,2007,5,3,5,5,5
Rwanda,RWA,2008,5,2,5,5,5
Rwanda,RWA,2010,1,3,5,5,5
Rwanda,RWA,2012,5,3,5,5,5
Rwanda,RWA,2013,5,3,5,5,5
Rwanda,RWA,2014,1,3,5,5,5
Rwanda,RWA,2015,1,3,5,5,5
Rwanda,RWA,2016,5,3,5,5,5
Rwanda,RWA,2017,5,3,5,5,5
Rwanda,RWA,2018,5,3,5,5,5
Rwanda,RWA,2019,5,3,4,4,5
Rwanda,RWA,2020,5,3,5,5,5
Sao Tome and Principe,STP,1990,1,4,4,4,4
Sao Tome and Principe,STP,1991,1,4,4,4,4
Sao Tome and Principe,STP,1992,1,4,4,4,4
Sao Tome and Principe,STP,1993,1,4,4,4,4
Sao Tome and Principe,STP,1994,1,4,4,4,4
Sao Tome and Principe,STP,2006,1,3,4,4,4
Sao Tome and Principe,STP,2007,1,3,4,4,4
Sao Tome and Principe,STP,2008,1,4,4,4,4
Sao Tome and Principe,STP,2009,1,3,4,4,4
Sao Tome and Principe,STP,2010,1,3,4,4,4
Sao Tome and Principe,STP,2011,1,3,4,4,4
Saudi Arabia,SAU,1999,1,1,4,4,4
Saudi Arabia,SAU,2000,1,1,4,4,4
Saudi Arabia,SAU,2001,1,1,4,4,4
Saudi Arabia,SAU,2002,1,2,4,4,4
Saudi Arabia,SAU,2003,5,1,4,4,4
Saudi Arabia,SAU,2004,5,2,4,4,4
Saudi Arabia,SAU,2005,5,2,4,4,4
Saudi Arabia,SAU,2006,5,1,4,4,4
Saudi Arabia,SAU,2007,5,1,4,4,4
Saudi Arabia,SAU,2018,5,1,4,4,4
Saudi Arabia,SAU,2019,5,1,4,4,4
Serbia,SRB,2000,1,3,1,1,2
Serbia,SRB,2001,1,3,1,1,2
Serbia,SRB,2002,1,3,1,1,2
Serbia,SRB,2003,1,3,1,1,2
Serbia,SRB,2004,1,3,1,1,2
Serbia,SRB,2005,1,2,1,1,2
Serbia,SRB,2006,1,2,1,1,2
Serbia,SRB,2007,1,3,2,1,2
Serbia,SRB,2008,1,2,2,1,2
Serbia,SRB,2009,1,2,2,2,2
Serbia,SRB,2010,1,2,2,2,2
Serbia,SRB,2011,1,2,2,2,2
Serbia,SRB,2012,1,2,2,2,2
Serbia,SRB,2013,1,2,2,2,2
Serbia,SRB,2014,1,2,2,2,2
Serbia,SRB,2015,1,2,2,2,2
Serbia,SRB,2016,1,2,2,2,2
Serbia,SRB,2017,1,2,2,2,2
Serbia,SRB,2018,1,2,3,2,3
Serbia,SRB,2019,1,2,2,2,2
Serbia,SRB,2020,1,2,2,2,2
Serbia,SRB,2021,1,1,2,2,2
Seychelles,SYC,2004,1,5,3,2,3
Seychelles,SYC,2006,1,5,3,2,3
Seychelles,SYC,2007,1,4,3,2,3
Seychelles,SYC,2008,1,4,3,2,3
Seychelles,SYC,2009,1,5,3,2,3
Seychelles,SYC,2010,1,4,3,2,3
Seychelles,SYC,2011,1,5,3,2,3
Seychelles,SYC,2012,1,3,3,2,3
Seychelles,SYC,2013,1,5,3,3,3
Seychelles,SYC,2014,1,5,3,3,3
Seychelles,SYC,2015,1,4,3,3,3
Seychelles,SYC,2016,1,5,3,3,3
Seychelles,SYC,2017,1,4,3,3,3
Seychelles,SYC,2018,1,4,3,3,3
Seychelles,SYC,2019,1,4,4,4,4
Seychelles,SYC,2020,1,4,3,4,3
Seychelles,SYC,2021,1,4,3,4,3
Sierra Leone,SLE,2004,1,2,1,1,1
Sierra Leone,SLE,2005,1,2,2,2,2
Sierra Leone,SLE,2006,1,2,2,2,2
Sierra Leone,SLE,2007,1,3,2,2,2
Sierra Leone,SLE,2008,1,3,2,2,2
Sierra Leone,SLE,2009,1,3,2,2,2
Sierra Leone,SLE,2010,1,3,2,2,2
Sierra Leone,SLE,2011,1,3,2,2,2
Sierra Leone,SLE,2012,1,2,2,2,2
Sierra Leone,SLE,2015,1,2,4,3,4
Sierra Leone,SLE,2020,1,3,2,3,2
Singapore,SGP,1990,1,2,1,2,1
Singapore,SGP,1991,1,2,1,2,1
Singapore,SGP,1992,1,2,1,2,1
Singapore,SGP,1993,1,2,1,2,1
Singapore,SGP,1994,1,2,1,2,1
Singapore,SGP,1995,1,2,1,2,1
Singapore,SGP,1996,1,1,1,2,1
Singapore,SGP,1997,1,1,1,2,1
Singapore,SGP,1998,1,1,1,2,1
Singapore,SGP,1999,1,1,1,2,1
Singapore,SGP,2000,1,1,1,2,1
Singapore,SGP,2001,1,1,1,2,1
Singapore,SGP,2002,1,1,1,2,1
Singapore,SGP,2003,1,1,1,2,1
Singapore,SGP,2004,1,1,1,2,1
Singapore,SGP,2006,1,1,1,2,1
Singapore,SGP,2007,1,1,1,2,1
Singapore,SGP,2008,1,1,1,2,1
Singapore,SGP,2009,1,1,1,2,1
Singapore,SGP,2010,1,1,1,2,1
Singapore,SGP,2011,1,1,1,2,1
Singapore,SGP,2012,1,1,1,2,1
Singapore,SGP,2013,1,1,1,2,1
Singapore,SGP,2014,1,1,1,2,1
Singapore,SGP,2015,1,1,1,2,1
Singapore,SGP,2016,1,1,1,2,1
Singapore,SGP,2017,1,1,1,2,1
Singapore,SGP,2018,1,1,1,2,1
Singapore,SGP,2019,1,1,1,2,1
Singapore,SGP,2020,1,1,2,3,2
Singapore,SGP,2021,1,1,2,3,2
Slovakia,SVK,1990,1,2,5,5,5
Slovakia,SVK,1991,1,3,5,5,5
Slovakia,SVK,1993,1,3,5,5,5
Slovakia,SVK,1994,1,3,5,5,5
Slovakia,SVK,1995,1,3,5,5,5
Slovakia,SVK,1996,1,3,5,5,5
Slovakia,SVK,1997,1,3,5,5,5
Slovakia,SVK,1998,1,3,5,5,5
Slovakia,SVK,1999,1,3,5,5,5
Slovakia,SVK,2000,1,3,5,5,5
Slovakia,SVK,2001,1,3,5,5,5
Slovakia,SVK,2002,1,3,5,5,5
Slovakia,SVK,2003,1,3,5,5,5
Slovakia,SVK,2004,1,2,5,5,5
Slovakia,SVK,2005,1,2,5,5,5
Slovakia,SVK,2006,1,2,5,5,5
Slovakia,SVK,2007,1,2,5,5,5
Slovakia,SVK,2008,1,2,5,5,5
Slovakia,SVK,2009,1,2,5,5,5
Slovakia,SVK,2010,1,2,5,5,5
Slovakia,SVK,2011,1,2,5,5,5
Slovakia,SVK,2012,1,2,5,5,5
Slovakia,SVK,2013,1,2,5,5,5
Slovakia,SVK,2014,1,2,5,5,5
Slovakia,SVK,2015,1,1,5,5,5
Slovakia,SVK,2016,1,1,5,5,5
Slovakia,SVK,2017,1,2,5,5,5
Slovakia,SVK,2018,1,2,5,5,5
Slovakia,SVK,2019,1,2,5,5,5
Slovakia,SVK,2020,1,2,5,5,5
Slovakia,SVK,2021,1,1,5,5,5
Slovenia,SVN,1992,1,3,4,4,4
Slovenia,SVN,1993,1,2,4,4,4
Slovenia,SVN,1994,1,3,4,4,4
Slovenia,SVN,1995,1,3,4,4,4
Slovenia,SVN,1996,1,2,4,4,4
Slovenia,SVN,1997,1,2,4,4,4
Slovenia,SVN,1998,1,1,4,4,4
Slovenia,SVN,1999,1,2,4,4,4
Slovenia,SVN,2000,1,2,4,4,4
Slovenia,SVN,2001,1,2,4,4,4
Slovenia,SVN,2002,1,2,4,4,4
Slovenia,SVN,2003,1,1,4,4,4
Slovenia,SVN,2004,1,2,4,4,4
Slovenia,SVN,2005,1,1,4,4,4
Slovenia,SVN,2006,1,1,4,4,4
Slovenia,SVN,2007,1,2,4,4,4
Slovenia,SVN,2008,1,1,4,4,4
Slovenia,SVN,2009,1,1,4,4,4
Slovenia,SVN,2010,1,1,4,4,4
Slovenia,SVN,2011,1,1,4,4,4
Slovenia,SVN,2012,1,1,4,4,4
Slovenia,SVN,2013,1,1,4,4,4
Slovenia,SVN,2014,1,1,4,4,4
Slovenia,SVN,2015,1,1,4,4,4
Slovenia,SVN,2016,1,1,4,4,4
Slovenia,SVN,2017,1,1,4,4,4
Slovenia,SVN,2018,1,1,4,4,4
Slovenia,SVN,2019,1,1,4,4,4
Slovenia,SVN,2020,1,1,4,4,4
Slovenia,SVN,2021,1,1,4,4,4
Solomon Islands,SLB,2004,1,3,1,1,1
Solomon Islands,SLB,2005,1,4,1,2,1
Solomon Islands,SLB,2006,1,4,1,2,1
Solomon Islands,SLB,2007,1,4,1,2,1
Solomon Islands,SLB,2008,1,3,1,2,1
South Africa,ZAF,1994,5,5,1,2,1
South Africa,ZAF,1995,5,5,3,3,3
South Africa,ZAF,1996,5,5,3,3,3
South Africa,ZAF,1997,1,5,3,3,3
South Africa,ZAF,1998,5,5,3,3,3
South Africa,ZAF,1999,1,5,3,3,3
South Africa,ZAF,2000,1,5,3,3,3
South Africa,ZAF,2001,1,5,3,3,3
South Africa,ZAF,2002,1,5,3,3,3
South Africa,ZAF,2003,1,5,3,3,3
South Africa,ZAF,2004,1,5,3,3,3
South Africa,ZAF,2005,1,5,3,3,3
South Africa,ZAF,2006,1,5,3,3,3
South Africa,ZAF,2007,1,5,3,3,3
South Africa,ZAF,2008,1,5,3,3,3
South Africa,ZAF,2009,1,5,3,3,3
South Africa,ZAF,2010,1,5,3,3,3
South Africa,ZAF,2011,1,5,3,3,3
South Africa,ZAF,2012,1,5,3,2,3
South Africa,ZAF,2013,1,5,3,2,3
South Africa,ZAF,2014,1,5,3,2,3
South Africa,ZAF,2015,1,5,3,2,3
South Africa,ZAF,2016,1,5,3,2,3
South Africa,ZAF,2017,1,5,3,2,3
South Africa,ZAF,2018,5,5,3,3,2
South Africa,ZAF,2019,1,5,3,3,2
South Africa,ZAF,2020,1,5,2,3,2
South Africa,ZAF,2021,5,5,4,4,4
South Korea,KOR,1990,1,1,5,5,5
South Korea,KOR,1991,1,1,5,5,5
South Korea,KOR,1992,1,1,5,5,5
South Korea,KOR,1993,1,1,5,5,5
South Korea,KOR,1994,1,1,5,5,5
South Korea,KOR,1995,1,1,5,5,5
South Korea,KOR,1996,1,1,5,5,5
South Korea,KOR,1997,1,1,5,5,5
South Korea,KOR,1998,1,1,5,5,5
South Korea,KOR,1999,1,1,5,5,5
South Korea,KOR,2000,1,1,5,5,5
South Korea,KOR,2001,1,1,5,5,5
South Korea,KOR,2002,1,1,5,5,5
South Korea,KOR,2003,1,1,5,5,5
South Korea,KOR,2004,1,1,5,5,5
South Korea,KOR,2005,1,1,5,5,5
South Korea,KOR,2006,1,1,5,5,5
South Korea,KOR,2007,1,1,5,5,5
South Korea,KOR,2008,1,1,5,5,5
South Korea,KOR,2009,1,1,5,5,5
South Korea,KOR,2010,1,1,5,5,5
South Korea,KOR,2011,1,1,5,5,5
South Korea,KOR,2012,1,1,5,5,5
South Korea,KOR,2013,1,1,5,5,5
South Korea,KOR,2014,1,1,5,5,5
South Korea,KOR,2015,1,1,5,5,5
South Korea,KOR,2016,1,1,5,5,5
South Korea,KOR,2017,1,1,5,5,5
South Korea,KOR,2018,1,1,5,5,5
South Korea,KOR,2019,1,1,5,5,5
South Korea,KOR,2020,1,1,5,5,5
South Korea,KOR,2021,1,1,4,4,4
South Sudan,SSD,2012,5,5,1,1,1
Spain,ESP,1990,1,2,4,4,4
Spain,ESP,1991,5,2,4,4,4
Spain,ESP,1992,1,1,4,4,4
Spain,ESP,1993,1,2,4,4,4
Spain,ESP,1994,1,1,4,4,4
Spain,ESP,1995,1,1,4,4,4
Spain,ESP,1996,1,1,4,4,4
Spain,ESP,1997,1,2,4,4,4
Spain,ESP,1998,1,2,4,4,4
Spain,ESP,1999,1,2,4,4,4
Spain,ESP,2000,1,2,4,4,4
Spain,ESP,2001,1,2,4,4,4
Spain,ESP,2002,1,2,4,4,4
Spain,ESP,2003,1,2,4,4,4
Spain,ESP,2004,5,2,4,4,4
Spain,ESP,2005,1,2,4,4,4
Spain,ESP,2006,1,1,4,4,4
Spain,ESP,2007,1,1,4,4,4
Spain,ESP,2008,1,1,4,4,4
Spain,ESP,2009,1,1,4,4,4
Spain,ESP,2010,1,1,4,4,4
Spain,ESP,2011,1,1,4,4,4
Spain,ESP,2012,1,1,4,4,4
Spain,ESP,2013,1,1,4,4,4
Spain,ESP,2014,1,1,4,4,4
Spain,ESP,2015,1,1,4,4,4
Spain,ESP,2016,1,1,4,4,4
Spain,ESP,2017,5,1,4,4,3
Spain,ESP,2018,1,1,5,4,5
Spain,ESP,2019,1,1,5,4,5
Spain,ESP,2020,1,1,5,4,5
Spain,ESP,2021,1,1,4,4,4
Sri Lanka,LKA,1990,5,5,1,1,1
Sri Lanka,LKA,1995,5,4,1,1,1
Sri Lanka,LKA,1996,5,4,1,1,1
Sri Lanka,LKA,1997,5,5,1,1,1
Sri Lanka,LKA,1999,5,5,1,1,1
Sri Lanka,LKA,2005,5,4,1,1,1
Sri Lanka,LKA,2006,5,5,1,1,1
Sri Lanka,LKA,2008,5,4,1,1,1
Sri Lanka,LKA,2009,5,4,1,1,1
Sri Lanka,LKA,2010,1,3,4,4,4
Sri Lanka,LKA,2011,1,3,4,4,4
Sri Lanka,LKA,2012,1,3,4,4,4
Sri Lanka,LKA,2013,1,3,4,5,4
Sri Lanka,LKA,2014,1,3,4,5,4
Sri Lanka,LKA,2015,1,3,4,5,4
Sri Lanka,LKA,2016,1,3,4,5,4
Sri Lanka,LKA,2017,1,3,5,5,5
Sri Lanka,LKA,2018,1,3,5,5,5
Sri Lanka,LKA,2019,5,3,5,5,5
Suriname,SUR,2000,1,5,2,3,2
Suriname,SUR,2001,1,5,2,3,2
Suriname,SUR,2002,1,5,2,3,2
Suriname,SUR,2003,1,5,2,3,2
Suriname,SUR,2004,1,4,2,3,2
Suriname,SUR,2005,1,5,2,3,2
Suriname,SUR,2006,1,5,2,3,2
Suriname,SUR,2007,1,4,2,3,2
Suriname,SUR,2008,1,4,2,3,2
Suriname,SUR,2013,1,4,1,1,1
Suriname,SUR,2014,1,4,1,1,1
Suriname,SUR,2015,1,4,1,1,1
Suriname,SUR,2016,1,4,1,1,1
Suriname,SUR,2017,1,4,1,1,1
Suriname,SUR,2018,1,4,1,1,1
Suriname,SUR,2019,1,4,1,1,1
Suriname,SUR,2020,1,4,1,1,1
Suriname,SUR,2021,1,4,1,1,1
Sweden,SWE,1990,1,1,5,4,5
Sweden,SWE,1991,1,2,5,4,5
Sweden,SWE,1992,1,2,5,4,5
Sweden,SWE,1993,1,2,5,4,5
Sweden,SWE,1994,1,2,5,4,5
Sweden,SWE,1995,1,1,5,4,5
Sweden,SWE,1996,1,2,5,4,5
Sweden,SWE,1997,1,1,5,4,5
Sweden,SWE,1998,1,1,5,4,5
Sweden,SWE,1999,1,2,5,4,5
Sweden,SWE,2000,1,1,5,4,5
Sweden,SWE,2001,1,1,5,4,5
Sweden,SWE,2002,1,2,5,4,5
Sweden,SWE,2003,1,1,5,4,5
Sweden,SWE,2004,1,2,5,4,5
Sweden,SWE,2005,1,1,5,4,5
Sweden,SWE,2006,1,1,5,4,5
Sweden,SWE,2007,1,2,5,4,5
Sweden,SWE,2008,1,1,5,4,5
Sweden,SWE,2009,1,1,5,4,5
Sweden,SWE,2010,1,1,5,4,5
Sweden,SWE,2011,1,1,5,4,5
Sweden,SWE,2012,1,1,5,4,5
Sweden,SWE,2013,1,1,5,4,5
Sweden,SWE,2014,1,1,5,4,5
Sweden,SWE,2015,1,2,5,4,5
Sweden,SWE,2016,1,1,5,4,5
Sweden,SWE,2017,5,1,5,4,5
Sweden,SWE,2018,1,1,4,4,5
Sweden,SWE,2019,1,1,4,4,4
Sweden,SWE,2020,1,2,4,4,4
Sweden,SWE,2021,1,1,4,4,4
Switzerland,CHE,1990,1,2,5,5,5
Switzerland,CHE,1991,1,2,5,5,5
Switzerland,CHE,1992,1,2,5,5,5
Switzerland,CHE,1993,1,2,5,5,5
Switzerland,CHE,1994,1,2,5,5,5
Switzerland,CHE,1995,1,2,5,5,5
Switzerland,CHE,1996,1,2,5,5,5
Switzerland,CHE,1997,1,2,5,5,5
Switzerland,CHE,1998,1,1,5,5,5
Switzerland,CHE,1999,1,2,5,5,5
Switzerland,CHE,2000,1,1,5,5,5
Switzerland,CHE,2001,1,2,5,5,5
Switzerland,CHE,2002,1,2,5,5,5
Switzerland,CHE,2009,1,1,5,5,5
Switzerland,CHE,2010,1,1,5,5,5
Switzerland,CHE,2011,1,1,5,5,5
Switzerland,CHE,2012,1,1,5,5,5
Switzerland,CHE,2013,1,1,5,5,5
Switzerland,CHE,2014,1,1,5,5,5
Switzerland,CHE,2015,1,1,5,5,5
Switzerland,CHE,2016,1,1,5,5,5
Switzerland,CHE,2017,1,1,5,5,5
Switzerland,CHE,2018,1,1,5,4,5
Switzerland,CHE,2019,1,1,5,5,5
Switzerland,CHE,2020,1,1,5,5,5
Switzerland,CHE,2021,1,1,5,5,5
Syria,SYR,1997,1,2,2,2,2
Syria,SYR,1998,1,3,2,2,2
Syria,SYR,1999,1,3,2,2,2
Syria,SYR,2000,1,3,1,1,1
Syria,SYR,2001,1,3,1,1,1
Syria,SYR,2002,1,3,1,1,1
Syria,SYR,2003,1,3,1,1,1
Syria,SYR,2004,5,3,1,1,1
Syria,SYR,2005,1,3,1,1,1
Syria,SYR,2006,1,3,1,1,1
Syria,SYR,2007,1,3,1,1,1
Syria,SYR,2008,1,3,1,1,1
Syria,SYR,2009,1,3,1,1,1
Syria,SYR,2010,1,3,1,1,1
Tajikistan,TJK,1991,1,3,1,2,1
